id,name,average_amount_any_grant_aid,average_amount_any_loan_aid,average_coa,average_amount_personal_contribution,size_category,control,degree_urbanization,state,size,total_enrollment,percent_women,percent_men,percent_native_american,percent_asian_pacific_islander,percent_asian,percent_pacific_islander,percent_african_american,percent_hispanic,percent_white,percent_race_ethnicity_unknown,percent_nonresident_alien,percent_multiracial,total_students,type,degree_granting,percent_under_18,percent_men_under_18,percent_women_under_18,percent_18_to_19,percent_men_18_to_19,percent_women_18_to_19,percent_20_to_21,percent_men_20_to_21,percent_women_20_to_21,percent_22_to_24,percent_men_22_to_24,percent_women_22_to_24,percent_25_to_29,percent_men_25_to_29,percent_women_25_to_29,percent_30_to_34,percent_men_30_to_34,percent_women_30_to_34,percent_35_to_39,percent_men_35_to_39,percent_women_35_to_39,percent_40_to_49,percent_men_40_to_49,percent_women_40_to_49,percent_50_to_64,percent_men_50_to_64,percent_women_50_to_64,percent_65_over,percent_men_65_over,percent_women_65_over,percent_age_unknown,percent_men_age_unknown,percent_women_age_unknown
113698,Dominican University of California,21826,8529,51039.66667,20684.66667,1-000 - 4-999,Private not-for-profit,Small,California,1000,2278,73,26.99736611,1,16,15,1,4,17,40,15,3,4,2278,private,yes,0,0,0,22,5,16,22,5,16,15,4,11,13,3,9,6,2,4,4,1,2,7,1,5,6,1,5,0,0,0,0,0,0
234915,City University of Seattle,2425,8090,26480,15965,1-000 - 4-999,Private not-for-profit,Midsize,Washington,1000,2302,60,40.0086881,1,4,4,1,7,2,45,31,9,1,2302,private,yes,-1,-1,-1,0,0,0,3,1,1,9,3,6,23,9,14,17,7,10,12,6,6,20,8,12,11,4,7,0,0,0,-1,-1,-1
211583,Chestnut Hill College,16570,13107,38820,9143,1-000 - 4-999,Private not-for-profit,Large,Pennsylvania,1000,2309,75,25.33564314,0,2,2,0,26,5,48,15,3,2,2309,private,yes,0,0,0,15,5,9,14,5,8,15,3,11,18,4,14,11,2,9,7,1,5,10,1,8,6,0,5,0,0,0,0,0,0
219347,South Dakota School of Mines and Technology,4128,6058,20006.66667,9820.666667,1-000 - 4-999,Public,Small,South Dakota,1000,2311,26,73.86412808,2,1,1,0,1,3,84,1,5,3,2311,public,yes,0,0,0,30,22,8,23,17,5,20,15,5,13,10,2,5,4,1,2,1,0,2,1,0,0,0,0,-1,-1,-1,-1,-1,-1
405979,University of Phoenix-Southern Arizona Campus,5378,8896,21129.5,6855.5,1-000 - 4-999,Private for-profit,Large,Arizona,1000,2316,58,41.92573402,2,1,1,1,4,29,25,35,3,1,2316,for-profit,yes,0,0,0,1,0,0,5,2,2,12,5,7,24,10,13,19,8,10,13,5,8,17,7,10,6,2,4,0,0,0,-1,-1,-1
170842,Marygrove College,12091,9215,26713.33333,5407.333333,1-000 - 4-999,Private not-for-profit,Large,Michigan,1000,2326,77,23.3877902,0,1,1,0,41,1,45,11,0,1,2326,private,yes,0,0,0,6,1,4,7,2,4,8,2,6,27,6,21,14,3,11,9,2,7,15,2,12,9,1,7,0,0,0,0,0,0
147244,Millikin University,19994,6798,40242,13450,1-000 - 4-999,Private not-for-profit,Small,Illinois,1000,2341,60,39.81204613,0,1,1,0,12,5,77,1,2,3,2341,private,yes,0,0,0,34,14,19,36,14,21,10,4,6,6,2,3,4,1,3,3,0,2,2,0,2,1,0,0,0,0,0,-1,-1,-1
152336,University of Saint Francis-Fort Wayne,13173,7345,32340,11822,1-000 - 4-999,Private not-for-profit,Large,Indiana,1000,2343,70,29.53478446,0,1,1,0,7,4,85,0,0,2,2343,private,yes,3,1,2,24,8,15,22,8,14,17,6,11,11,2,9,6,0,5,4,0,3,6,1,5,2,0,2,0,0,0,-1,-1,-1
133492,Eckerd College,17752,6896,45080.66667,20432.66667,1-000 - 4-999,Private not-for-profit,Midsize,Florida,1000,2346,60,40.06820119,1,2,1,0,7,7,76,1,3,3,2346,private,yes,1,0,1,36,13,22,32,13,18,7,3,3,4,2,2,2,1,1,2,0,1,7,2,5,5,1,4,0,0,0,0,0,0
225247,Hardin-Simmons University,11522,5917,32638,15199,1-000 - 4-999,Private not-for-profit,Midsize,Texas,1000,2358,54,46.35284139,1,2,2,0,6,12,72,4,2,1,2358,private,yes,3,1,2,28,12,15,28,12,16,19,9,9,8,4,3,3,2,1,2,1,0,3,1,1,1,0,0,0,0,0,-1,-1,-1
212577,Franklin and Marshall College,29705,5623,56580,21252,1-000 - 4-999,Private not-for-profit,Small,Pennsylvania,1000,2363,52,47.7359289,0,3,3,0,3,6,73,3,9,2,2363,private,yes,1,0,1,47,21,25,44,21,23,5,3,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1
219204,National American University-Rapid City,4081,5823,20676,10772,1-000 - 4-999,Private for-profit,Small,South Dakota,1000,2384,74,26.38422819,5,2,2,1,24,6,59,2,0,2,2384,for-profit,yes,0,0,0,1,0,1,4,0,3,9,2,7,17,4,13,17,4,13,13,3,10,19,5,14,9,2,7,0,0,0,4,2,2
210571,Albright College,18058,8289,42756.66667,16409.66667,1-000 - 4-999,Private not-for-profit,Small,Pennsylvania,1000,2391,57,42.5763279,1,2,2,0,13,7,68,5,3,1,2391,private,yes,1,0,0,34,16,18,29,12,17,6,3,3,7,3,4,5,2,3,4,1,2,7,2,5,3,0,2,0,0,0,0,0,0
130590,Trinity College,37088,4921,57575,15566,1-000 - 4-999,Private not-for-profit,Midsize,Connecticut,1000,2393,49,50.81487672,0,5,5,0,7,7,63,7,7,3,2393,private,yes,1,0,1,42,21,21,42,21,21,7,5,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,-1,-1,-1
217493,Rhode Island School of Design,20942,5836,57629,30851,1-000 - 4-999,Private not-for-profit,Midsize,Rhode Island,1000,2396,65,34.51585977,0,16,16,0,2,6,35,17,21,3,2396,private,yes,1,0,1,31,10,21,36,10,26,14,5,9,10,4,5,3,1,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0
199643,Shaw University,7683,6910,23819.33333,9226.333333,1-000 - 4-999,Private not-for-profit,Large,North Carolina,1000,2405,60,40.33264033,0,0,0,0,84,0,1,12,2,0,2405,private,yes,0,0,0,26,12,14,20,10,10,13,6,6,6,2,4,5,1,4,7,1,5,10,2,7,7,2,5,0,0,0,1,0,0
166674,Massachusetts College of Art and Design,7685,6554,28166.66667,13927.66667,1-000 - 4-999,Public,Large,Massachusetts,1000,2422,68,31.70933113,0,5,5,0,2,5,63,20,3,2,2422,public,yes,0,0,0,25,6,18,27,8,18,17,6,11,11,4,6,5,1,4,2,1,1,3,1,1,2,0,2,0,0,0,1,0,1
203775,Malone University,14749,6507,31443.33333,10187.33333,1-000 - 4-999,Private not-for-profit,Small,Ohio,1000,2428,60,40.44481054,0,1,0,0,9,2,86,1,1,1,2428,private,yes,1,0,1,25,11,13,26,10,16,10,4,5,9,4,5,6,2,3,4,1,3,9,3,6,4,1,2,-1,-1,-1,0,0,0
225399,Houston Baptist University,14421,9821,35641.66667,11399.66667,1-000 - 4-999,Private not-for-profit,Large,Texas,1000,2432,66,33.55263158,0,13,12,0,18,25,31,3,4,6,2432,private,yes,1,0,0,34,11,23,25,8,16,16,6,10,10,3,7,4,1,2,2,0,1,3,0,2,1,0,0,0,0,0,0,0,0
157757,Spalding University,10885,6073,30537.33333,13579.33333,1-000 - 4-999,Private not-for-profit,Large,Kentucky,1000,2432,76,23.84868421,0,1,1,0,23,2,61,8,1,3,2432,private,yes,0,0,0,9,3,6,8,2,5,13,3,10,21,4,16,14,3,10,10,2,8,13,2,10,7,1,6,0,0,0,-1,-1,-1
162760,Hood College,20198,9938,41310,11174,1-000 - 4-999,Private not-for-profit,Small,Maryland,1000,2435,67,33.05954825,0,3,3,0,10,5,71,4,3,3,2435,private,yes,0,0,0,21,6,14,21,7,14,13,4,8,19,5,13,8,3,5,4,1,2,6,2,4,3,0,2,0,0,0,0,0,0
189097,Barnard College,32883,4203,49646.66667,12560.66667,1-000 - 4-999,Private not-for-profit,Large,New York,1000,2438,100,0,0,17,17,0,5,9,63,0,6,0,2438,private,yes,1,0,1,44,0,44,46,0,46,6,0,6,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1
140553,Morehouse College,17864,7345,43601,18392,1-000 - 4-999,Private not-for-profit,Large,Georgia,1000,2438,0,99.79491386,0,0,0,0,96,0,0,1,2,0,2438,private,yes,0,0,0,34,34,0,41,41,0,19,19,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1
134079,Florida Southern College,16073,11150,34464,7241,1-000 - 4-999,Private not-for-profit,Small,Florida,1000,2442,62,38.45208845,0,2,2,0,6,7,74,4,4,2,2442,private,yes,1,0,1,38,14,23,33,14,19,9,4,4,4,1,2,2,0,1,2,0,1,4,0,3,2,0,1,0,0,0,0,0,0
198969,Methodist University,14548,6955,43915,22412,1-000 - 4-999,Private not-for-profit,Midsize,North Carolina,1000,2476,49,50.52504039,1,2,1,0,23,5,51,9,5,5,2476,private,yes,0,0,0,26,16,10,23,13,9,17,8,8,12,4,7,6,2,4,4,1,2,6,2,3,2,0,1,0,0,0,0,0,0
221892,Trevecca Nazarene University,11693,4537,32765,16535,1-000 - 4-999,Private not-for-profit,Large,Tennessee,1000,2478,63,37.36884584,0,1,1,0,12,2,69,14,1,1,2478,private,yes,0,0,0,15,6,8,15,6,9,13,5,8,15,5,10,10,4,6,7,2,5,12,4,8,4,1,3,0,0,0,3,1,2
214175,Muhlenberg College,17064,10303,51595,24228,1-000 - 4-999,Private not-for-profit,Midsize,Pennsylvania,1000,2483,58,42.00563834,0,3,3,0,3,4,74,15,0,1,2483,private,yes,0,0,0,39,15,24,42,18,24,8,4,4,2,1,1,1,0,0,1,0,0,2,0,1,1,0,0,0,0,0,0,0,0
239318,Milwaukee School of Engineering,18190,5933,42826,18703,1-000 - 4-999,Private not-for-profit,Large,Wisconsin,1000,2486,21,78.76106195,0,3,3,0,3,3,81,4,5,1,2486,private,yes,0,0,0,29,23,6,33,26,6,16,13,3,9,7,2,4,3,1,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0
199412,Queens University of Charlotte,15665,5604,38724,17455,1-000 - 4-999,Private not-for-profit,Large,North Carolina,1000,2491,74,26.25451626,1,2,2,0,15,3,57,13,8,2,2491,private,yes,0,0,0,24,6,17,19,5,13,12,3,9,13,3,10,8,2,6,6,1,4,8,2,6,4,0,3,0,0,0,0,0,0
208488,Concordia University-Portland,12587,6548,34016.66667,14881.66667,1-000 - 4-999,Private not-for-profit,Large,Oregon,1000,2509,70,29.89238741,2,4,3,1,12,7,63,9,1,1,2509,private,yes,1,0,1,14,4,10,11,4,7,12,4,8,14,3,10,12,2,9,9,3,5,14,3,10,7,1,5,0,0,0,0,0,0
165671,Emmanuel College,17990,8178,44388,18220,1-000 - 4-999,Private not-for-profit,Large,Massachusetts,1000,2519,72,27.63001191,0,3,3,0,7,6,63,18,1,1,2519,private,yes,0,0,0,39,11,28,30,8,22,7,2,4,4,1,3,3,1,2,2,0,2,5,0,4,4,0,4,0,0,0,0,0,0
143084,Augustana College,20776,6707,44029,16546,1-000 - 4-999,Private not-for-profit,Small,Illinois,1000,2524,57,42.7496038,0,2,2,0,3,5,73,14,1,2,2524,private,yes,-1,-1,-1,17,6,10,51,21,29,29,13,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0
443766,Strayer University-Tennessee,3821,8401,26590.5,14368.5,1-000 - 4-999,Private for-profit,Large,Tennessee,1000,2530,76,24.15019763,0,0,0,0,71,1,19,6,0,2,2530,for-profit,yes,0,0,0,1,0,0,2,0,1,6,1,5,20,4,15,22,5,16,17,3,13,21,5,16,6,1,5,0,0,0,0,0,0
229267,Trinity University,17484,7398,44422,19540,1-000 - 4-999,Private not-for-profit,Large,Texas,1000,2535,55,45.36489152,1,7,7,0,3,13,61,6,7,2,2535,private,yes,0,0,0,41,18,23,40,19,21,11,5,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1
137564,Southeastern University,9657,10701,26324.66667,5966.666667,1-000 - 4-999,Private not-for-profit,Small,Florida,1000,2546,56,43.91201885,0,1,1,0,10,13,65,8,1,1,2546,private,yes,2,1,1,29,11,18,31,14,17,14,7,6,6,3,3,3,1,2,2,1,1,4,1,2,2,0,1,0,0,0,0,0,0
151786,Marian University,17634,6868,36063.33333,11561.33333,1-000 - 4-999,Private not-for-profit,Large,Indiana,1000,2550,64,35.56862745,0,1,1,0,17,3,72,4,0,1,2550,private,yes,3,1,1,19,8,10,19,9,10,17,7,10,12,3,9,7,1,6,6,1,4,9,1,7,3,0,2,0,0,0,-1,-1,-1
131876,Trinity Washington University,14172,6334,31105,10599,1-000 - 4-999,Private not-for-profit,Large,District of Columbia,1000,2556,91,8.959311424,0,1,1,0,69,10,6,11,1,1,2556,private,yes,0,0,0,15,0,15,15,0,15,13,0,13,16,2,14,12,1,10,7,1,6,10,1,8,6,1,5,0,0,0,-1,-1,-1
367936,Argosy University-Atlanta,3934,8432,22633,10267,1-000 - 4-999,Private for-profit,Small,Georgia,1000,2589,74,26.22634222,1,6,5,1,32,13,39,5,2,2,2589,for-profit,yes,0,0,0,0,0,0,1,0,1,7,1,6,24,4,19,17,5,12,11,2,8,16,4,12,10,3,6,0,0,0,9,3,5
130314,Saint Joseph College,16952,6666,40730,17112,1-000 - 4-999,Private not-for-profit,Small,Connecticut,1000,2592,91,8.564814815,0,3,3,0,7,6,54,29,0,1,2592,private,yes,1,0,1,12,0,12,11,0,11,12,0,11,23,2,20,10,1,9,7,0,6,12,1,10,6,0,5,0,0,0,2,0,2
458964,Strayer University-South Carolina,3003,9843,25915.5,13069.5,1-000 - 4-999,Private for-profit,Small,South Carolina,1000,2600,71,29.11538462,0,1,1,0,66,1,22,8,0,2,2600,for-profit,yes,0,0,0,0,0,0,2,0,1,7,1,5,24,7,17,19,5,13,15,4,11,21,6,14,8,1,6,0,0,0,0,0,0
238193,Alverno College,14023,5832,30849,10994,1-000 - 4-999,Private not-for-profit,Large,Wisconsin,1000,2605,98,2.111324376,1,5,5,0,17,14,60,0,2,2,2605,private,yes,0,0,0,9,0,9,16,0,16,21,0,21,19,0,19,11,0,10,6,0,6,9,0,8,3,0,3,0,0,0,0,0,0
150066,Anderson University,13344,12895,33196.66667,6957.666667,1-000 - 4-999,Private not-for-profit,Small,Indiana,1000,2611,56,44.19762543,0,1,1,0,7,2,80,7,3,0,2611,private,yes,0,0,0,29,12,17,29,12,17,11,6,5,7,3,3,5,2,2,4,1,2,6,2,3,4,2,2,0,0,0,-1,-1,-1
227331,Our Lady of the Lake University-San Antonio,20140,5975,32140.66667,6025.666667,1-000 - 4-999,Private not-for-profit,Large,Texas,1000,2614,72,28.04131599,1,1,1,0,10,45,42,0,1,0,2614,private,yes,0,0,0,15,4,11,12,3,8,12,2,9,15,4,11,12,3,8,9,2,7,13,4,9,7,2,5,-1,-1,-1,0,0,0
140252,Life University,5477,6568,24485,12440,1-000 - 4-999,Private not-for-profit,Small,Georgia,1000,2615,48,52.27533461,1,5,5,0,24,8,56,6,0,0,2615,private,yes,0,0,0,3,1,1,5,3,2,26,12,13,36,20,16,14,7,6,5,3,2,5,2,3,1,0,0,0,0,0,0,0,0
239080,Marian University,11557,6613,29810.66667,11640.66667,1-000 - 4-999,Private not-for-profit,Small,Wisconsin,1000,2615,73,27.03632887,1,2,2,0,4,4,86,2,1,0,2615,private,yes,0,0,0,18,4,13,17,4,13,12,3,8,14,4,9,9,2,7,8,2,5,12,3,9,5,1,4,0,0,0,0,0,0
213321,King's College,15885,7799,37984,14300,1-000 - 4-999,Private not-for-profit,Small,Pennsylvania,1000,2621,53,46.89049981,0,1,1,0,3,4,80,10,0,1,2621,private,yes,3,1,1,35,19,16,31,15,16,11,5,6,7,2,4,3,1,1,1,0,1,2,0,2,1,0,0,0,0,0,0,0,0
238661,Edgewood College,12569,6689,32143.33333,12885.33333,1-000 - 4-999,Private not-for-profit,Midsize,Wisconsin,1000,2658,71,28.93152746,0,2,2,0,3,5,81,2,3,3,2658,private,yes,0,0,0,21,5,15,20,5,15,16,4,11,14,4,9,8,3,5,6,1,4,9,3,6,3,0,2,0,0,0,0,0,0
445717,University of Phoenix-Central Valley Campus,5332,8584,22252.5,8336.5,1-000 - 4-999,Private for-profit,Large,California,1000,2664,63,36.97447447,1,2,2,1,10,30,21,32,2,1,2664,for-profit,yes,0,0,0,1,0,1,6,1,4,14,4,9,31,12,18,19,6,12,10,4,6,12,4,7,4,1,3,0,0,0,-1,-1,-1
133872,Florida Hospital College of Health Sciences,6593,6180,22584.66667,9811.666667,1-000 - 4-999,Private not-for-profit,Midsize,Florida,1000,2668,80,20.35232384,0,6,5,1,15,16,51,8,1,1,2668,private,yes,1,0,0,6,1,5,10,1,8,14,2,11,20,4,16,13,2,10,10,2,7,15,3,12,6,0,5,-1,-1,-1,-1,-1,-1
192925,Medaille College,14617,6192,32779.33333,11970.33333,1-000 - 4-999,Private not-for-profit,Large,New York,1000,2680,67,32.6119403,1,13,3,10,13,4,50,9,10,0,2680,private,yes,0,0,0,20,7,12,18,6,11,19,5,14,15,3,11,9,3,6,5,2,3,8,2,5,2,0,1,0,0,0,0,0,0
196103,SUNY College of Environmental Science and Forestry,4416,5788,20014,9810,1-000 - 4-999,Public,Midsize,New York,1000,2680,47,53.28358209,0,3,3,0,4,5,80,0,6,1,2680,public,yes,15,7,8,22,10,11,25,13,11,16,9,6,12,6,5,4,3,1,1,1,0,1,1,0,0,0,0,-1,-1,-1,-1,-1,-1
222938,The Art Institute of Houston,6075,8442,31184,16667,1-000 - 4-999,Private for-profit,Large,Texas,1000,2682,54,46.42058166,0,5,3,2,16,24,28,24,2,0,2682,for-profit,yes,0,0,0,18,8,10,22,9,13,20,9,11,18,10,8,8,4,4,4,2,1,4,1,2,1,0,1,-1,-1,-1,1,0,0
440448,University of Phoenix-Houston Campus,4684,9369,21378.5,7325.5,1-000 - 4-999,Private for-profit,Large,Texas,1000,2690,64,35.72490706,0,2,2,0,34,14,13,33,2,1,2690,for-profit,yes,0,0,0,1,0,0,2,1,1,7,2,5,22,8,13,22,8,13,16,5,10,19,6,12,7,2,5,0,0,0,-1,-1,-1
217633,Anderson University,17641,6183,34885,11061,1-000 - 4-999,Private not-for-profit,Small,South Carolina,1000,2705,65,34.82439926,0,0,0,0,11,2,79,6,1,1,2705,private,yes,7,1,5,33,11,21,23,7,15,10,4,5,7,2,5,5,2,3,4,1,2,6,2,3,2,0,1,0,0,0,0,0,0
193353,Mount Saint Mary College,12783,6222,33633.33333,14628.33333,1-000 - 4-999,Private not-for-profit,Small,New York,1000,2710,74,26.34686347,1,2,2,0,7,11,70,7,0,1,2710,private,yes,3,0,2,28,8,20,25,6,19,15,3,11,10,2,7,5,1,3,3,0,2,4,1,3,2,0,1,0,0,0,-1,-1,-1
224323,University of Dallas,18183,6295,47576,23098,1-000 - 4-999,Private not-for-profit,Midsize,Texas,1000,2725,46,54.42201835,0,7,7,0,7,13,61,3,8,2,2725,private,yes,1,0,0,23,10,12,19,9,9,10,6,4,13,8,5,10,6,4,8,5,2,8,5,3,3,1,1,0,0,0,0,0,0
198613,Guilford College,16737,7475,42585,18373,1-000 - 4-999,Private not-for-profit,Large,North Carolina,1000,2739,58,42.05914567,0,2,2,0,26,4,62,1,1,3,2739,private,yes,3,1,1,20,10,10,22,10,11,10,5,4,11,4,7,9,3,6,7,2,5,10,2,7,4,1,3,0,0,0,-1,-1,-1
195173,St. Francis College,10714,5836,31883.33333,15333.33333,1-000 - 4-999,Private not-for-profit,Large,New York,1000,2744,55,44.86151603,0,4,4,0,19,19,38,12,7,1,2744,private,yes,2,1,1,33,15,18,32,14,18,16,8,8,6,3,3,2,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
170037,Cornerstone University,14084,8041,31076,8951,1-000 - 4-999,Private not-for-profit,Midsize,Michigan,1000,2747,59,40.9173644,1,0,0,0,12,4,81,0,1,1,2747,private,yes,1,0,1,20,7,13,17,7,10,10,5,5,11,5,6,10,4,5,7,3,4,12,4,8,7,2,4,0,0,0,-1,-1,-1
139199,Brenau University,17577,4359,31079.33333,9143.333333,1-000 - 4-999,Private not-for-profit,Small,Georgia,1000,2789,86,13.51738975,0,2,2,0,28,5,52,7,3,2,2789,private,yes,0,0,0,9,0,9,10,0,9,13,1,11,16,2,14,14,2,12,11,2,9,18,3,14,5,1,4,0,0,0,0,0,0
164562,Assumption College,17747,6976,42335,17612,1-000 - 4-999,Private not-for-profit,Midsize,Massachusetts,1000,2795,63,36.63685152,0,2,2,0,4,5,74,14,1,1,2795,private,yes,1,0,0,38,14,24,31,12,18,9,3,5,6,1,4,2,0,2,1,0,1,3,0,2,1,0,1,-1,-1,-1,3,0,2
179043,Rockhurst University,21135,6559,41513,13819,1-000 - 4-999,Private not-for-profit,Large,Missouri,1000,2801,61,39.09318101,0,3,3,0,6,5,77,7,1,1,2801,private,yes,17,7,10,23,8,14,23,8,14,15,5,9,10,3,6,3,1,1,2,0,1,2,1,1,1,0,0,-1,-1,-1,-1,-1,-1
215132,University of the Sciences,14199,10735,44972,20038,1-000 - 4-999,Private not-for-profit,Large,Pennsylvania,1000,2804,60,39.5149786,0,34,34,0,5,2,43,11,4,1,2804,private,yes,1,0,0,29,11,17,29,11,17,27,10,16,7,2,4,2,1,1,1,0,0,1,0,0,1,0,0,-1,-1,-1,-1,-1,-1
205957,Franciscan University of Steubenville,7459,5793,28986.66667,15734.66667,1-000 - 4-999,Private not-for-profit,Small,Ohio,1000,2823,60,39.92206872,0,1,1,0,1,7,74,15,1,1,2823,private,yes,2,0,1,28,10,18,30,10,19,15,7,7,7,3,3,4,2,2,2,1,1,4,1,2,3,1,2,0,0,0,0,0,0
232609,Lynchburg College,16486,7138,41085,17461,1-000 - 4-999,Private not-for-profit,Small,Virginia,1000,2828,61,38.89674682,0,1,1,0,10,3,77,6,1,2,2828,private,yes,1,0,0,29,11,18,31,11,19,18,8,10,6,3,3,3,1,2,2,0,1,3,1,2,2,0,1,0,0,0,-1,-1,-1
150534,University of Evansville,20121,6632,39333.33333,12580.33333,1-000 - 4-999,Private not-for-profit,Midsize,Indiana,1000,2848,61,38.55337079,0,2,1,0,3,2,79,8,5,2,2848,private,yes,4,1,2,38,14,23,35,14,21,12,4,7,3,1,1,1,0,1,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0
211431,Carlow University,18324,6007,32442.66667,8111.666667,1-000 - 4-999,Private not-for-profit,Large,Pennsylvania,1000,2866,84,15.66643405,0,1,1,0,12,1,49,36,0,0,2866,private,yes,13,6,7,14,1,12,14,0,14,11,1,10,15,2,12,9,1,7,6,0,5,8,1,7,5,0,4,0,0,0,1,0,0
416962,University of Phoenix-Las Vegas Campus,5026,9037,21129.5,7066.5,1-000 - 4-999,Private for-profit,Large,Nevada,1000,2879,64,35.77631122,1,6,3,3,18,13,29,30,2,2,2879,for-profit,yes,0,0,0,1,0,0,3,0,2,9,2,7,22,8,14,21,8,13,13,4,9,19,7,11,7,2,4,0,0,0,0,0,0
141486,Chaminade University of Honolulu,10658,6418,29464.66667,12388.66667,1-000 - 4-999,Private not-for-profit,Large,Hawaii,1000,2883,66,34.06174124,1,37,23,14,7,7,21,14,1,12,2883,private,yes,0,0,0,16,4,11,16,5,11,18,6,12,19,7,12,11,3,8,6,2,3,7,2,4,2,1,1,0,0,0,0,0,0
166124,College of the Holy Cross,29654,6722,54358,17982,1-000 - 4-999,Private not-for-profit,Midsize,Massachusetts,1000,2905,53,46.98795181,0,5,5,0,5,10,66,11,1,1,2905,private,yes,1,0,1,46,21,24,47,22,25,4,2,1,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1
155089,Friends University,12292,6213,30937.33333,12432.33333,1-000 - 4-999,Private not-for-profit,Large,Kansas,1000,2905,60,40.37865749,2,3,2,0,10,4,71,8,0,3,2905,private,yes,1,0,0,11,6,5,12,4,7,11,5,6,16,5,10,12,4,8,10,4,6,15,6,9,7,2,5,0,0,0,0,0,0
204617,Ohio Dominican University,18954,6106,35906,10846,1-000 - 4-999,Private not-for-profit,Large,Ohio,1000,2913,62,38.07071747,0,1,1,0,23,3,68,2,0,2,2913,private,yes,12,4,7,18,8,10,12,5,7,13,6,6,10,3,7,10,3,6,6,1,4,9,2,6,5,1,4,0,0,0,0,0,0
236328,University of Puget Sound,19052,6546,48700,23102,1-000 - 4-999,Private not-for-profit,Midsize,Washington,1000,2918,59,40.88416724,1,7,7,0,2,5,75,5,1,4,2918,private,yes,1,0,1,41,17,23,40,16,24,10,5,5,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1
163578,Notre Dame of Maryland University,19642,7039,38470,11789,1-000 - 4-999,Private not-for-profit,Large,Maryland,1000,2929,87,13.45169,1,6,6,0,24,3,63,2,1,0,2929,private,yes,0,0,0,7,0,7,6,0,6,10,1,9,19,3,16,13,2,10,10,2,8,18,2,16,13,1,11,0,0,0,0,0,0
195128,The Sage Colleges,23129,6487,37700,8084,1-000 - 4-999,Private not-for-profit,Small,New York,1000,2939,81,19.22422593,0,3,2,0,9,5,68,14,1,1,2939,private,yes,2,0,2,16,3,12,16,2,14,20,3,16,18,3,15,7,2,5,4,0,3,7,1,6,3,0,3,0,0,0,0,0,0
119173,Mount St. Mary's College,19104,9206,44144,15834,1-000 - 4-999,Private not-for-profit,Large,California,1000,2943,90,10.02378525,0,16,15,1,9,46,15,11,1,2,2943,private,yes,2,0,2,26,0,25,19,0,18,12,1,11,15,2,12,7,1,6,5,1,4,6,1,5,3,0,3,0,0,0,0,0,0
226231,LeTourneau University,12642,9206,36040,14192,1-000 - 4-999,Private not-for-profit,Small,Texas,1000,2950,55,44.77966102,1,1,1,0,21,8,63,4,2,1,2950,private,yes,1,0,0,16,12,4,15,10,5,9,6,3,10,3,7,12,3,9,12,3,9,14,3,11,5,1,4,-1,-1,-1,-1,-1,-1
173328,Concordia University-Saint Paul,16649,7292,36958.66667,13017.66667,1-000 - 4-999,Private not-for-profit,Large,Minnesota,1000,2961,63,37.11583924,0,6,5,0,9,2,68,12,1,2,2961,private,yes,7,3,4,12,4,7,10,4,5,8,3,5,17,6,11,14,4,9,9,3,5,14,5,9,5,1,4,0,0,0,0,0,0
210401,Willamette University,23532,6361,50402,20509,1-000 - 4-999,Private not-for-profit,Midsize,Oregon,1000,2968,54,45.92318059,1,6,5,1,2,5,62,12,7,6,2968,private,yes,2,0,1,30,12,18,30,13,16,10,4,5,12,7,5,4,2,2,2,1,0,2,0,1,0,0,0,-1,-1,-1,3,1,1
147660,North Central College,17190,6534,40172,16448,1-000 - 4-999,Private not-for-profit,Midsize,Illinois,1000,2989,55,44.56339913,0,3,3,0,4,6,78,6,1,2,2989,private,yes,1,1,0,35,15,19,34,13,21,15,7,8,6,3,3,2,1,1,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0
210775,Alvernia University,12874,10090,39982,17018,1-000 - 4-999,Private not-for-profit,Small,Pennsylvania,1000,3011,70,29.69113251,0,1,1,0,11,6,77,3,0,1,3011,private,yes,0,0,0,22,7,15,19,7,12,12,4,8,11,2,8,7,2,5,6,1,5,12,3,9,7,1,5,0,0,0,-1,-1,-1
126827,Colorado Technical University-Colorado Springs,4158,7078,19197,7961,1-000 - 4-999,Private for-profit,Large,Colorado,1000,3020,38,62.31788079,0,2,2,0,7,6,29,54,0,2,3020,for-profit,yes,0,0,0,1,0,0,2,1,1,7,4,3,17,9,7,16,10,6,13,8,5,27,18,8,12,8,4,0,0,0,0,0,0
