id,name,average_amount_any_grant_aid,average_amount_any_loan_aid,average_coa,average_amount_personal_contribution,size_category,control,degree_urbanization,state,size,total_enrollment,percent_women,percent_men,percent_native_american,percent_asian_pacific_islander,percent_asian,percent_pacific_islander,percent_african_american,percent_hispanic,percent_white,percent_race_ethnicity_unknown,percent_nonresident_alien,percent_multiracial,total_students,type,degree_granting,percent_under_18,percent_men_under_18,percent_women_under_18,percent_18_to_19,percent_men_18_to_19,percent_women_18_to_19,percent_20_to_21,percent_men_20_to_21,percent_women_20_to_21,percent_22_to_24,percent_men_22_to_24,percent_women_22_to_24,percent_25_to_29,percent_men_25_to_29,percent_women_25_to_29,percent_30_to_34,percent_men_30_to_34,percent_women_30_to_34,percent_35_to_39,percent_men_35_to_39,percent_women_35_to_39,percent_40_to_49,percent_men_40_to_49,percent_women_40_to_49,percent_50_to_64,percent_men_50_to_64,percent_women_50_to_64,percent_65_over,percent_men_65_over,percent_women_65_over,percent_age_unknown,percent_men_age_unknown,percent_women_age_unknown
150668,Goshen College,15582,6125,34040,12333,Under 1-000,Private not-for-profit,Small,Indiana,999,945,57,42.53968254,0,1,1,0,2,8,78,1,8,1,945,private,yes,3,2,1,30,12,17,37,15,21,12,6,6,4,1,2,3,1,1,2,0,1,4,1,2,2,0,1,-1,-1,-1,-1,-1,-1
176406,Tougaloo College,11170,6167,18461.33333,1124.333333,Under 1-000,Private not-for-profit,Midsize,Mississippi,999,945,64,35.76719577,0,0,0,0,97,0,1,0,1,0,945,private,yes,0,0,0,31,10,20,39,12,26,19,8,11,4,1,2,2,1,1,0,0,0,1,0,1,0,0,0,-1,-1,-1,-1,-1,-1
245883,Antioch University-Seattle,4586,5767,31202.5,20849.5,Under 1-000,Private not-for-profit,Large,Washington,999,946,76,23.99577167,2,2,1,1,4,3,44,44,0,0,946,private,yes,-1,-1,-1,2,0,1,1,0,1,6,1,5,23,5,17,18,4,13,14,3,10,18,4,13,13,2,10,0,0,0,1,0,0
129774,Mitchell College,14899,6797,41412.66667,19716.66667,Under 1-000,Private not-for-profit,Small,Connecticut,999,952,47,52.94117647,2,2,1,0,11,11,66,6,1,3,952,private,yes,3,1,1,34,18,15,35,18,16,18,9,8,4,1,2,1,0,0,0,0,0,1,0,0,1,0,0,-1,-1,-1,0,0,0
192712,Manhattan School of Music,20700,6182,46391,19509,Under 1-000,Private not-for-profit,Large,New York,999,959,56,44.21272158,0,9,9,0,3,3,38,7,36,4,959,private,yes,0,0,0,14,6,8,18,8,9,37,16,20,21,8,13,5,2,2,1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1
219639,Baptist Memorial College of Health Sciences,6946,6138,21065.33333,7981.333333,Under 1-000,Private not-for-profit,Large,Tennessee,999,963,89,10.69574247,0,2,1,0,36,1,59,1,0,2,963,private,yes,-1,-1,-1,7,1,6,16,1,15,23,1,21,22,3,19,13,1,11,8,0,8,5,0,4,1,0,1,-1,-1,-1,-1,-1,-1
121071,Patten University,7034,6581,23889.33333,10274.33333,Under 1-000,Private not-for-profit,Large,California,999,963,41,59.19003115,0,4,3,1,15,8,13,7,51,2,963,private,yes,6,4,2,15,8,6,23,12,10,19,10,8,9,4,4,5,3,2,4,3,1,7,6,1,6,4,2,0,0,0,0,0,0
192110,The Juilliard School,23174,5741,50672,21757,Under 1-000,Private not-for-profit,Large,New York,999,969,44,55.93395253,0,11,11,0,4,5,40,12,24,5,969,private,yes,1,0,1,19,11,8,24,12,12,25,14,11,14,8,6,4,2,1,2,1,1,1,1,0,2,1,0,1,0,0,1,1,0
218399,Morris College,7334,6006,18812,5472,Under 1-000,Private not-for-profit,Small,South Carolina,999,979,56,43.51378958,0,0,0,0,99,0,0,0,0,1,979,private,yes,0,0,0,37,15,22,33,14,19,18,9,8,3,1,1,1,0,0,0,0,0,2,0,1,2,0,1,0,0,0,-1,-1,-1
175980,Millsaps College,21408,5940,39185.33333,11837.33333,Under 1-000,Private not-for-profit,Midsize,Mississippi,999,985,48,52.28426396,1,5,5,0,9,3,76,3,3,1,985,private,yes,1,0,0,40,21,19,40,18,22,10,6,3,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1
190372,Cooper Union for the Advancement of Science and Art,35161,4673,52476.66667,12642.66667,Under 1-000,Private not-for-profit,Large,New York,999,988,37,62.95546559,1,18,18,0,6,8,36,12,15,5,988,private,yes,0,0,0,33,20,12,35,22,13,17,10,6,7,4,2,1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,2,2
151810,Martin University,4781,5762,19385,8842,Under 1-000,Private not-for-profit,Large,Indiana,999,992,71,29.33467742,0,0,0,0,93,1,4,0,0,2,992,private,yes,0,0,0,3,1,2,6,2,4,10,2,8,19,5,13,14,3,10,13,3,9,18,6,11,12,4,8,1,0,0,-1,-1,-1
220941,Victory University,2440,3519,19391,13432,Under 1-000,Private for-profit,Large,Tennessee,999,994,74,26.45875252,0,0,0,0,79,0,12,8,0,0,994,for-profit,yes,4,2,2,5,2,2,6,1,4,11,3,8,20,3,16,13,3,10,12,3,9,15,3,12,8,2,6,0,0,0,-1,-1,-1
201858,Cincinnati Christian University,7070,5150,24056.66667,11836.66667,1-000 - 4-999,Private not-for-profit,Large,Ohio,1000,1002,39,60.67864271,0,0,0,0,12,1,72,11,3,1,1002,private,yes,8,4,4,10,5,4,16,9,7,14,9,5,13,9,3,8,6,2,6,4,2,11,6,4,8,4,3,0,0,0,0,0,0
220552,South College,6706,9647,30204,13851,1-000 - 4-999,Private for-profit,Midsize,Tennessee,1000,1010,75,24.75247525,0,15,2,13,6,2,76,0,0,1,1010,for-profit,yes,-1,-1,-1,4,0,3,8,1,7,19,3,16,26,7,18,15,4,11,9,1,7,9,1,8,5,3,2,0,0,0,-1,-1,-1
183071,University of New Hampshire at Manchester,4772,6066,28990,18152,1-000 - 4-999,Public,Midsize,New Hampshire,1000,1010,52,47.62376238,0,2,2,0,1,3,71,20,0,3,1010,public,yes,1,0,0,17,7,10,25,11,14,23,10,12,13,8,5,6,3,3,4,2,1,4,1,2,2,0,1,0,0,0,-1,-1,-1
443924,University of Phoenix-Little Rock Campus,5188,8827,20130.5,6115.5,1-000 - 4-999,Private for-profit,Midsize,Arkansas,1000,1010,72,27.82178218,1,1,0,0,49,1,16,30,0,2,1010,for-profit,yes,-1,-1,-1,1,0,0,5,1,3,14,3,10,23,7,16,21,5,15,14,3,10,13,3,10,6,1,4,0,0,0,-1,-1,-1
240338,Wisconsin Lutheran College,14462,5967,32036.66667,11607.66667,1-000 - 4-999,Private not-for-profit,Large,Wisconsin,1000,1022,54,45.7925636,1,1,1,0,6,3,84,1,3,1,1022,private,yes,0,0,0,43,20,22,33,14,18,9,4,4,3,1,2,1,0,1,1,1,0,2,0,1,1,0,1,-1,-1,-1,0,0,0
157818,Transylvania University,17901,6426,36983.33333,12656.33333,1-000 - 4-999,Private not-for-profit,Large,Kentucky,1000,1023,60,40.3714565,0,1,1,0,4,1,87,4,1,2,1023,private,yes,0,0,0,46,17,29,45,19,26,6,3,3,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
179548,Stephens College,15424,5701,40350,19225,1-000 - 4-999,Private not-for-profit,Midsize,Missouri,1000,1029,96,4.470359572,1,1,1,0,12,2,75,1,0,7,1029,private,yes,0,0,0,19,0,19,29,0,28,14,0,14,8,0,8,6,0,5,4,0,4,9,0,8,6,0,6,0,0,0,0,0,0
165644,Eastern Nazarene College,14828,6881,33766.66667,12057.66667,1-000 - 4-999,Private not-for-profit,Small,Massachusetts,1000,1036,61,39.18918919,0,3,3,0,13,9,53,12,5,4,1036,private,yes,2,1,0,26,12,14,19,9,10,12,4,7,12,4,8,6,1,4,5,1,3,9,2,6,4,0,3,0,0,0,-1,-1,-1
180595,Rocky Mountain College,14019,6636,33030,12375,1-000 - 4-999,Private not-for-profit,Midsize,Montana,1000,1042,52,48.27255278,2,1,1,0,1,3,84,2,5,1,1042,private,yes,0,0,0,18,7,11,34,16,18,28,14,13,10,6,4,2,2,0,0,0,0,1,0,1,0,0,0,0,0,0,-1,-1,-1
437848,Westwood College-Anaheim,7652,12216,29961.5,10093.5,1-000 - 4-999,Private for-profit,Large,California,1000,1049,46,53.67016206,1,5,5,0,3,65,12,9,0,5,1049,for-profit,yes,-1,-1,-1,20,9,10,30,14,15,22,12,9,14,9,4,6,3,2,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0
363934,University of Advancing Technology,6558,11446,33865,15861,1-000 - 4-999,Private for-profit,Midsize,Arizona,1000,1052,11,89.4486692,1,3,3,0,6,7,61,14,4,5,1052,for-profit,yes,0,0,0,17,15,2,21,18,2,22,21,1,21,19,2,9,8,0,4,4,0,2,1,0,0,0,0,-1,-1,-1,-1,-1,-1
181604,College of Saint Mary,16523,6019,36406,13864,1-000 - 4-999,Private not-for-profit,Large,Nebraska,1000,1063,98,1.787394167,1,2,1,0,8,10,77,2,0,1,1063,private,yes,0,0,0,11,0,11,15,0,15,20,0,20,17,0,17,11,0,10,6,0,6,8,0,8,5,0,5,0,0,0,2,0,1
231837,Jefferson College of Health Sciences,10085,8177,29899.33333,11637.33333,1-000 - 4-999,Private not-for-profit,Small,Virginia,1000,1065,82,17.84037559,0,2,2,0,9,2,83,2,1,2,1065,private,yes,-1,-1,-1,10,2,8,16,2,13,25,3,21,19,4,15,8,1,7,5,1,4,10,1,8,2,0,2,-1,-1,-1,-1,-1,-1
102270,Stillman College,8217,7447,25548,9884,1-000 - 4-999,Private not-for-profit,Small,Alabama,1000,1072,53,46.73507463,0,0,0,0,93,1,5,2,0,0,1072,private,yes,0,0,0,36,17,19,37,16,20,18,10,7,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
180258,University of Great Falls,11756,9303,35302,14243,1-000 - 4-999,Private not-for-profit,Small,Montana,1000,1076,66,33.64312268,3,2,2,0,2,6,79,7,1,0,1076,private,yes,0,0,0,20,7,13,18,8,10,12,5,7,11,3,7,8,2,6,7,1,6,11,2,8,7,1,6,0,0,0,0,0,0
127653,Naropa University,15756,6556,38054.33333,15742.33333,1-000 - 4-999,Private not-for-profit,Small,Colorado,1000,1090,65,34.95412844,1,1,1,0,2,6,62,22,3,4,1090,private,yes,0,0,0,4,1,2,7,3,4,17,6,10,28,10,18,18,6,11,8,2,5,10,3,7,5,1,4,0,0,0,-1,-1,-1
220604,Le Moyne-Owen College,4023,3607,17385.33333,9755.333333,1-000 - 4-999,Private not-for-profit,Large,Tennessee,1000,1091,67,33.08890926,0,0,0,0,100,0,0,0,0,0,1091,private,yes,-1,-1,-1,9,3,6,21,7,13,22,9,13,10,3,6,9,1,7,5,1,3,11,3,8,6,1,4,0,0,0,2,0,2
385619,Everglades University,7623,5227,23756,10906,1-000 - 4-999,Private not-for-profit,Small,Florida,1000,1113,48,51.57232704,2,3,2,1,15,16,62,0,1,1,1113,private,yes,-1,-1,-1,0,0,0,4,2,1,10,6,4,19,10,8,17,9,8,13,6,6,20,10,10,12,5,7,0,0,0,0,0,0
180832,Clarkson College,3172,11773,22744.66667,7799.666667,1-000 - 4-999,Private not-for-profit,Large,Nebraska,1000,1114,87,12.74685817,0,2,2,0,6,2,81,7,0,1,1114,private,yes,-1,-1,-1,5,0,4,12,0,11,19,2,17,24,3,20,15,2,12,7,0,6,10,1,9,4,0,4,-1,-1,-1,-1,-1,-1
450377,Strayer University-Alabama,2840,5296,25735.5,17599.5,1-000 - 4-999,Private for-profit,Midsize,Alabama,1000,1116,78,22.22222222,1,1,1,0,76,1,15,6,0,2,1116,for-profit,yes,0,0,0,0,0,0,1,0,0,5,1,4,25,6,19,21,3,18,16,3,13,20,5,15,7,1,6,0,0,0,0,0,0
101435,Huntingdon College,12017,6344,28691.66667,10330.66667,1-000 - 4-999,Private not-for-profit,Midsize,Alabama,1000,1123,50,49.59928762,0,1,1,0,17,2,56,20,1,2,1123,private,yes,1,0,0,36,21,15,28,14,13,11,6,4,5,2,3,4,1,2,4,1,3,5,1,4,2,0,1,-1,-1,-1,-1,-1,-1
146339,Judson University,15083,8538,35876.66667,12255.66667,1-000 - 4-999,Private not-for-profit,Midsize,Illinois,1000,1124,54,46.2633452,0,1,1,0,5,6,65,19,3,1,1124,private,yes,1,0,0,18,8,9,23,11,12,25,14,10,9,4,5,5,2,3,5,1,3,8,1,6,3,1,2,-1,-1,-1,0,0,0
199607,Salem College,22123,5409,32676.33333,5144.333333,1-000 - 4-999,Private not-for-profit,Midsize,North Carolina,1000,1130,94,6.017699115,1,1,1,0,22,5,61,7,2,1,1130,private,yes,0,0,0,19,0,19,19,0,19,11,0,10,11,1,10,7,0,6,7,0,7,13,1,11,7,0,6,0,0,0,1,0,1
105589,Prescott College,11795,7662,38249,18792,1-000 - 4-999,Private not-for-profit,Small,Arizona,1000,1134,62,37.56613757,1,1,1,0,2,6,75,8,3,4,1134,private,yes,0,0,0,6,2,3,12,4,7,17,8,9,20,9,11,11,4,7,7,1,5,13,3,9,10,2,7,0,0,0,0,0,0
419457,Argosy University-Washington D.C.,4856,9833,22633,7944,1-000 - 4-999,Private for-profit,Midsize,Virginia,1000,1142,75,25.21891419,1,6,6,0,31,10,45,4,3,1,1142,for-profit,yes,-1,-1,-1,0,0,0,1,0,1,8,1,7,22,4,17,20,6,14,11,3,8,17,4,13,10,3,7,0,0,0,5,1,3
443474,University of Phoenix-Charlotte Campus,5188,8746,21129.5,7195.5,1-000 - 4-999,Private for-profit,Large,North Carolina,1000,1142,64,35.63922942,0,0,0,0,44,4,13,36,1,2,1142,for-profit,yes,0,0,0,1,0,0,2,0,1,8,3,5,19,7,12,16,7,9,16,5,11,24,8,16,9,3,6,-1,-1,-1,-1,-1,-1
443881,University of Phoenix-Columbus Georgia Campus,5436,8943,21129.5,6750.5,1-000 - 4-999,Private for-profit,Midsize,Georgia,1000,1148,73,27.43902439,1,1,0,1,52,2,8,35,0,2,1148,for-profit,yes,0,0,0,2,0,1,6,0,5,12,2,9,22,6,16,17,4,12,14,3,10,17,6,11,6,1,4,-1,-1,-1,0,0,0
178208,Midwestern Baptist Theological Seminary,3251,4141,16288.33333,8896.333333,1-000 - 4-999,Private not-for-profit,Large,Missouri,1000,1153,21,79.35819601,1,16,15,1,5,4,61,2,11,0,1153,private,yes,0,0,0,5,2,2,3,1,1,7,5,2,14,11,2,11,9,1,12,10,1,25,21,3,16,13,3,1,0,0,2,1,0
115773,Humphreys College-Stockton and Modesto Campuses,5513,6313,21829.5,10003.5,1-000 - 4-999,Private not-for-profit,Large,California,1000,1159,78,21.91544435,1,9,9,0,20,34,32,4,0,0,1159,private,yes,0,0,0,8,1,6,10,2,7,12,2,10,21,3,17,14,3,10,10,2,7,12,1,10,5,1,4,0,0,0,3,0,2
217925,Columbia International University,11823,7984,25055,5248,1-000 - 4-999,Private not-for-profit,Midsize,South Carolina,1000,1177,48,51.65675446,0,3,3,0,12,2,61,15,6,1,1177,private,yes,1,0,1,13,5,8,17,8,9,13,6,6,15,8,6,10,7,2,6,4,2,12,6,5,9,3,5,0,0,0,-1,-1,-1
450474,University of Phoenix-Augusta Campus,5436,8478,20130.5,6216.5,1-000 - 4-999,Private for-profit,Midsize,Georgia,1000,1182,71,28.84940778,1,1,1,0,58,2,12,26,0,1,1182,for-profit,yes,-1,-1,-1,0,0,0,2,0,1,10,2,8,23,8,15,20,5,15,16,3,12,19,6,13,5,1,3,0,0,0,-1,-1,-1
152992,Briar Cliff University,17318,6836,34200,10046,1-000 - 4-999,Private not-for-profit,Small,Iowa,1000,1185,59,40.50632911,1,3,2,0,6,9,76,1,2,2,1185,private,yes,9,3,6,31,15,15,26,12,13,8,4,4,5,1,3,5,1,4,4,1,3,5,1,4,2,0,1,0,0,0,0,0,0
440536,DeVry University-Virginia,4448,7761,28220.5,16011.5,1-000 - 4-999,Private for-profit,Midsize,Virginia,1000,1185,34,66.16033755,1,3,3,0,43,10,27,13,1,2,1185,for-profit,yes,0,0,0,9,5,3,9,6,3,10,6,4,22,13,8,18,12,5,9,6,3,15,11,3,4,3,1,0,0,0,-1,-1,-1
428444,The Art Institute of Phoenix,6748,8148,30446,15550,1-000 - 4-999,Private for-profit,Large,Arizona,1000,1190,49,51.42857143,1,2,1,0,3,22,21,50,1,1,1190,for-profit,yes,0,0,0,21,9,12,20,9,10,20,10,10,17,9,7,7,5,2,3,2,1,2,1,1,1,0,0,-1,-1,-1,3,1,1
106306,Arkansas Baptist College,5172,5974,19691.66667,8545.666667,1-000 - 4-999,Private not-for-profit,Midsize,Arkansas,1000,1193,40,59.76529757,0,0,0,0,95,0,3,0,1,0,1193,private,yes,-1,-1,-1,22,15,6,28,21,7,17,11,5,11,5,6,7,2,5,4,1,3,4,1,3,2,0,1,0,0,0,-1,-1,-1
198598,Greensboro College,15793,7855,32603.33333,8955.333333,1-000 - 4-999,Private not-for-profit,Large,North Carolina,1000,1200,48,52.08333333,1,1,1,0,25,4,54,12,0,3,1200,private,yes,8,3,4,27,16,11,23,13,9,15,9,6,8,4,4,5,2,3,3,0,2,4,0,4,2,0,2,-1,-1,-1,0,0,0
190114,Metropolitan College of New York,8091,7756,25552,9705,1-000 - 4-999,Private not-for-profit,Large,New York,1000,1200,67,33.16666667,1,2,2,0,59,19,7,4,7,2,1200,private,yes,0,0,0,1,0,0,6,1,4,14,5,9,24,8,16,16,5,10,10,2,8,17,5,12,6,2,4,0,0,0,-1,-1,-1
120403,Otis College of Art and Design,13600,7093,47770.66667,27077.66667,1-000 - 4-999,Private not-for-profit,Large,California,1000,1209,68,32.09263854,1,33,33,0,4,14,24,9,15,1,1209,private,yes,2,0,1,24,7,16,32,9,22,23,7,16,12,5,6,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1
446738,University of Phoenix-San Antonio Campus,5006,8929,21378.5,7443.5,1-000 - 4-999,Private for-profit,Large,Texas,1000,1214,50,49.67051071,0,1,1,1,17,31,18,30,1,2,1214,for-profit,yes,0,0,0,0,0,0,1,0,1,7,3,4,21,9,11,19,10,9,12,4,7,27,15,11,8,4,4,0,0,0,-1,-1,-1
164872,Boston Architectural College,5826,8483,30127,15818,1-000 - 4-999,Private not-for-profit,Large,Massachusetts,1000,1215,45,55.30864198,0,5,5,0,4,8,58,19,4,1,1215,private,yes,-1,-1,-1,3,2,1,8,5,3,20,11,9,29,17,12,13,8,5,6,4,2,6,3,3,4,1,3,0,0,0,4,1,3
160065,Our Lady of Holy Cross College,5742,5698,25013.5,13573.5,1-000 - 4-999,Private not-for-profit,Large,Louisiana,1000,1225,82,18.12244898,1,4,4,0,23,5,56,10,0,2,1225,private,yes,-1,-1,-1,4,1,2,10,2,8,20,2,17,30,5,24,12,2,10,6,0,5,8,1,7,4,1,3,0,0,0,0,0,0
153126,Clarke University,15362,7912,34980,11706,1-000 - 4-999,Private not-for-profit,Small,Iowa,1000,1232,70,30.43831169,0,1,1,0,2,3,75,16,2,0,1232,private,yes,0,0,0,24,7,16,24,7,16,18,5,12,8,2,6,6,1,4,5,1,3,6,1,4,3,0,2,-1,-1,-1,2,1,1
158802,Dillard University,11016,7594,25197,6587,1-000 - 4-999,Private not-for-profit,Large,Louisiana,1000,1249,72,28.02241793,0,0,0,0,96,1,0,1,2,0,1249,private,yes,3,0,3,47,12,35,25,8,17,14,5,9,5,1,4,1,0,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1
217934,Columbia College,21481,5981,36928,9466,1-000 - 4-999,Private not-for-profit,Midsize,South Carolina,1000,1266,97,2.606635071,0,2,1,0,40,3,51,2,1,1,1266,private,yes,0,0,0,24,0,24,25,0,25,12,0,11,11,0,10,7,0,7,5,0,5,8,0,7,4,0,3,-1,-1,-1,-1,-1,-1
430087,Colorado Technical University-Greenwood Village,4186,7082,19252,7984,1-000 - 4-999,Private for-profit,Large,Colorado,1000,1268,48,51.65615142,1,3,3,0,7,9,25,53,0,2,1268,for-profit,yes,0,0,0,2,1,0,5,2,2,12,5,7,22,11,10,17,9,8,12,6,6,17,10,7,8,4,4,0,0,0,-1,-1,-1
436836,University of Connecticut-Stamford,5698,4903,23516,12915,1-000 - 4-999,Public,Midsize,Connecticut,1000,1275,54,45.64705882,0,9,8,0,12,19,46,10,3,2,1275,public,yes,5,2,2,31,14,16,19,8,11,17,9,8,12,5,6,4,1,2,2,0,1,4,1,2,2,0,1,0,0,0,-1,-1,-1
168290,Wheelock College,16635,9808,41421.66667,14978.66667,1-000 - 4-999,Private not-for-profit,Large,Massachusetts,1000,1285,90,10.27237354,0,2,2,0,12,9,60,16,1,0,1285,private,yes,0,0,0,29,2,26,29,3,25,17,1,15,12,1,10,3,0,3,1,0,1,2,0,2,1,0,0,-1,-1,-1,2,0,1
217961,Converse College,20728,8274,36974.66667,7972.666667,1-000 - 4-999,Private not-for-profit,Small,South Carolina,1000,1296,93,7.407407407,1,1,0,1,12,3,68,14,1,0,1296,private,yes,0,0,0,22,0,22,17,0,17,12,1,11,13,1,11,9,1,7,7,1,6,10,1,9,5,0,5,0,0,0,2,0,1
100937,Birmingham Southern College,20309,7012,37981.66667,10660.66667,1-000 - 4-999,Private not-for-profit,Midsize,Alabama,1000,1305,49,51.03448276,1,5,5,0,8,3,83,2,0,0,1305,private,yes,0,0,0,39,20,18,48,23,25,9,6,3,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
163921,Sojourner-Douglass College,6772,4969,20670,8929,1-000 - 4-999,Private not-for-profit,Large,Maryland,1000,1315,88,11.55893536,0,0,0,0,91,0,2,1,5,0,1315,private,yes,0,0,0,1,0,0,3,0,2,8,1,7,17,1,16,17,1,15,16,2,14,22,2,20,12,1,11,0,0,0,0,0,0
148405,Rockford College,14922,6097,35486.66667,14467.66667,1-000 - 4-999,Private not-for-profit,Midsize,Illinois,1000,1318,62,37.784522,1,3,2,1,8,8,68,12,0,0,1318,private,yes,-1,-1,-1,13,7,6,18,6,11,22,8,14,14,5,9,9,3,6,5,1,4,8,3,5,3,0,2,0,0,0,3,1,1
164438,New England College of Business and Finance,1770,11975,12275,-1470,1-000 - 4-999,Private for-profit,Large,Massachusetts,1000,1319,68,31.76648976,1,4,3,0,13,12,52,15,0,3,1319,for-profit,yes,0,0,0,0,0,0,2,0,1,7,2,5,21,6,14,17,6,11,16,5,11,20,5,14,7,2,5,0,0,0,4,1,3
115728,Holy Names University,21821,7079,42867,13967,1-000 - 4-999,Private not-for-profit,Large,California,1000,1333,75,24.90622656,0,15,12,3,23,20,22,11,3,5,1333,private,yes,1,0,0,17,5,12,14,3,10,14,5,8,14,3,11,8,1,6,7,1,5,11,2,8,9,1,7,0,0,0,1,0,1
177162,DeVry University-Missouri,5199,7995,27297.5,14103.5,1-000 - 4-999,Private for-profit,Large,Missouri,1000,1351,37,62.69430052,1,1,1,0,23,4,61,8,0,2,1351,for-profit,yes,0,0,0,11,7,3,11,8,3,12,8,4,20,12,7,15,10,5,10,5,4,11,7,4,4,2,2,0,0,0,-1,-1,-1
428286,The Illinois Institute of Art-Schaumburg,7803,8689,31210,14718,1-000 - 4-999,Private for-profit,Small,Illinois,1000,1351,49,50.85122132,0,3,3,0,5,14,48,28,1,1,1351,for-profit,yes,0,0,0,23,13,10,26,12,13,22,11,10,13,7,6,6,3,3,3,1,1,2,1,1,0,0,0,-1,-1,-1,0,0,0
222983,Austin College,19879,8044,38410,10487,1-000 - 4-999,Private not-for-profit,Small,Texas,1000,1353,54,46.41537324,1,14,14,0,4,14,62,1,1,4,1353,private,yes,1,0,0,45,21,23,44,20,24,7,3,3,1,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1
443890,University of Phoenix-Memphis Campus,5464,9310,21129.5,6355.5,1-000 - 4-999,Private for-profit,Large,Tennessee,1000,1359,76,24.20897719,0,0,0,0,55,1,6,37,0,1,1359,for-profit,yes,-1,-1,-1,0,0,0,4,1,3,11,2,9,24,6,17,19,5,14,16,3,12,17,4,12,5,1,4,0,0,0,-1,-1,-1
120537,Hope International University,14015,6103,37856,17738,1-000 - 4-999,Private not-for-profit,Midsize,California,1000,1365,57,43.2967033,1,5,4,2,7,15,49,12,2,9,1365,private,yes,0,0,0,13,4,9,12,4,8,16,7,9,16,6,9,10,6,4,6,3,2,13,5,7,7,3,4,0,0,0,1,0,0
434955,University of Phoenix-North Florida Campus,5153,9343,21129.5,6633.5,1-000 - 4-999,Private for-profit,Large,Florida,1000,1365,52,47.76556777,0,2,1,1,35,7,23,31,1,1,1365,for-profit,yes,-1,-1,-1,0,0,0,1,0,0,6,2,3,17,7,9,17,7,9,15,6,9,30,16,13,10,6,4,-1,-1,-1,0,0,0
213668,Lycoming College,21138,7233,44639,16268,1-000 - 4-999,Private not-for-profit,Small,Pennsylvania,1000,1366,56,43.63103953,0,1,1,0,5,3,80,8,2,2,1366,private,yes,2,0,1,51,21,29,37,17,20,5,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
237312,University of Charleston,19957,8235,32144.33333,3952.333333,1-000 - 4-999,Private not-for-profit,Small,West Virginia,1000,1372,58,42.49271137,0,2,2,1,11,2,59,15,8,2,1372,private,yes,1,0,1,30,12,18,26,10,15,20,10,10,11,5,6,4,2,2,2,1,1,2,0,1,0,0,0,-1,-1,-1,-1,-1,-1
170532,Kalamazoo College,18641,6156,46732,21935,1-000 - 4-999,Private not-for-profit,Small,Michigan,1000,1375,57,43.2,1,5,5,0,3,6,68,8,9,0,1375,private,yes,-1,-1,-1,19,7,11,49,21,28,31,14,16,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
136774,Ringling College of Art and Design,8760,8508,48340,31072,1-000 - 4-999,Private not-for-profit,Small,Florida,1000,1376,60,40.04360465,0,6,6,0,3,13,65,0,9,3,1376,private,yes,1,0,1,35,12,23,39,15,23,15,7,8,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1
153144,Coe College,21551,6076,43550,15923,1-000 - 4-999,Private not-for-profit,Midsize,Iowa,1000,1378,55,45.28301887,0,2,2,0,3,2,81,6,3,4,1378,private,yes,0,0,0,37,16,21,41,18,22,15,8,7,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174437,North Central University,6925,7611,26060.66667,11524.66667,1-000 - 4-999,Private not-for-profit,Large,Minnesota,1000,1384,56,43.78612717,1,1,1,0,3,4,69,20,0,1,1384,private,yes,13,4,8,33,12,20,30,14,16,15,7,8,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1
169442,College for Creative Studies,12732,8757,44418.33333,22929.33333,1-000 - 4-999,Private not-for-profit,Large,Michigan,1000,1391,48,52.48023005,1,4,4,0,8,5,57,15,9,3,1391,private,yes,0,0,0,25,11,14,30,13,17,23,14,9,10,7,3,3,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
199209,North Carolina Wesleyan College,9115,6139,35570,20316,1-000 - 4-999,Private not-for-profit,Small,North Carolina,1000,1402,62,37.7318117,1,0,0,0,52,2,30,9,4,1,1402,private,yes,0,0,0,17,9,7,15,7,7,13,6,6,10,3,6,10,2,7,9,1,7,17,4,12,6,0,5,-1,-1,-1,0,0,0
234173,Virginia Wesleyan College,15557,6681,39396.66667,17158.66667,1-000 - 4-999,Private not-for-profit,Large,Virginia,1000,1404,64,36.46723647,0,1,1,0,23,6,62,4,0,3,1404,private,yes,3,0,3,41,15,26,28,11,17,8,3,4,5,1,3,3,1,2,1,0,1,4,1,3,1,0,1,0,0,0,-1,-1,-1
